rank,scientific_name,elevation,slope,aspect,ndvi,landcover,impervious,bathymetry,soil_sand,soil_ph,soil_clay,common_name,iconic_taxon_name,prob_RF_v1,prob_RF_v2,prob_RF_v3,prob_XGB_v1,prob_XGB_v2,prob_XGB_v3,prob_mean,prob_std,models_agree,confidence,imputed_into,sourced_from
1654,Philanthinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1655,Philanthus gibbosus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hump-backed Beewolf,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1656,Phloeodes diabolicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diabolical Ironclad Beetle,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1657,Phloeomana speirea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bark Bonnet,Fungi,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1658,Phoca vitulina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harbor Seal,Mammalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1659,Phoca vitulina richardii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pacific Harbor Seal,Mammalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1660,Phocoidea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinnipeds,Mammalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1661,Phoebis agarithe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large Orange Sulphur,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1662,Phoebis sennae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cloudless Sulphur,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1663,Phoenicopterus ruber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,American Flamingo,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1664,Phoenix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,date palms,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1665,Phoenix canariensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Canary Island palm,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1666,Pholcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Common Cellar Spiders,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1667,Pholcus phalangioides,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Long-bodied Cellar Spider,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1668,Pholistoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1669,Pholistoma racemosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Racemed Fiestaflower,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1670,Phoracantha recurva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lesser Eucalyptus Longhorn Beetle,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1671,Phthorimaea absoluta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1672,Phycitinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Knot-horn Moths,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1673,Phycitini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1674,Phyconomus marinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1675,Phylinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1676,Phyllospadix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surfgrasses,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1677,Phyllospadix scouleri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scouler's Surfgrass,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1678,Phyllospadix torreyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrey's Surfgrass,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1679,Physalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,groundcherries,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1680,Physalis hederifolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ivyleaf groundcherry,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1681,Physalis philadelphica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large-flowered Tomatillo,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1682,Physarales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Protozoa,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1683,Physarum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Protozoa,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1684,Physella acuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acute Bladder Snail,Mollusca,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1685,Physocephala texana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1686,Phytocoris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1687,Phytolacca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pokeweeds,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1688,Phytolacca icosandra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tropical Pokeweed,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1689,Pieris rapae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Small White,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1690,Pigritia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1691,Pinus torreyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Torrey pine,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1692,Piophila casei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheese skipper,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1693,Pipilo chlorurus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green-tailed Towhee,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1694,Pipilo maculatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spotted Towhee,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1695,Piranga ludoviciana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western Tanager,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1696,Piranga rubra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Summer Tanager,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1697,Pisaster ochraceus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ochre Sea Star,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1698,Pittosporum tobira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japanese cheesewood,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1699,Pituophis catenifer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gopher Snake,Reptilia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1700,Pituophis catenifer annectens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San Diego Gopher Snake,Reptilia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1701,Placentalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Placental Mammals,Mammalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1702,Plagiobothrys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Popcornflowers,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1703,Plagiobothrys collinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cooper's Popcornflower,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1704,Plantaginaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plantain Family,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1705,Plantago elongata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coastal Plantain,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1706,Plantago erecta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dot-seed plantain,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1707,Plantago major,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,greater plantain,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1708,Plataea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1709,Platanus racemosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,western sycamore,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1710,Platyarthrus schoblii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1711,Platyrhinoidis triseriata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thornback Guitarfish,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1712,Platystemon californicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,creamcups,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1713,Plectreuridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,plectreurid spiders,Arachnida,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1714,Pleocyemata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Crabs, Lobsters, Shrimps, and Allies",Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1715,Plestiodon skiltonianus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Western Skink,Reptilia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1716,Pleuronichthys guttulatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diamond Turbot,Actinopterygii,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1717,Plocamium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1718,Plocamium cartilagineum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sea Comb,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1719,Ploiaria reticulata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1720,Pluchea odorata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,marsh fleabane,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1721,Pluchea sericea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arrowweed,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1722,Plumularia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Animalia,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1723,Plusiinae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Plusiine Looper Moths,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1724,Plutella xylostella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Diamondback Moth,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1725,Pluvialis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Golden Plovers and Grey Plover,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1726,Pluvialis dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,American Golden-Plover,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1727,Pluvialis fulva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pacific Golden-Plover,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1728,Podalonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cutworm Wasps,Insecta,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1729,Podiceps nigricollis californicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,American Eared Grebe,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1730,Podicipedidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grebes,Aves,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1731,Pododesmus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False jingles,Mollusca,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1732,Pododesmus macrochisma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green Falsejingle,Mollusca,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
1733,Poeae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Plantae,0.0,0.00017306907427657863,0.0016268233738928862,0.00031663186,0.0009988962,0.00068282394,0.0006330407419088773,0.0006060299654380388,0,Low (<30%),Kendall Frost / Mission Bay,Tijuana River
