rank,scientific_name,elevation,slope,aspect,ndvi,landcover,impervious,bathymetry,soil_sand,soil_ph,soil_clay,common_name,iconic_taxon_name,prob_RF_v1,prob_RF_v2,prob_RF_v3,prob_XGB_v1,prob_XGB_v2,prob_XGB_v3,prob_mean,prob_std,models_agree,confidence,imputed_into,sourced_from
3748,Gerrini,89.0,4.024582028388977,95.93253326416016,0.22461247444152832,71.0,0.0,152.0,43.5,73.0,30.0,,Insecta,0.0033333333333333335,0.0,0.0026468063800872614,7.736071e-05,0.0011351499,0.0005668371,0.001293247894050331,0.0013926671236132598,0,Low (<30%),Elliott Chaparral,Mission Trails
3749,Tachytrechus angustipennis,100.5,5.122551918029785,169.18492126464844,0.1919816061854362,52.0,0.0,152.0,43.0,73.0,27.5,,Insecta,0.0033333333333333335,0.0,0.0,0.00019040244,0.003104482,0.0011275553,0.0012926288532455349,0.0015512071394277224,0,Low (<30%),Elliott Chaparral,Mission Trails
3750,Procambarus clarkii,88.0,2.9907426834106445,180.0,0.1976147964596748,52.0,0.0,166.0,41.0,72.0,28.0,Red Swamp Crayfish,Animalia,0.0,0.0,0.003912871077744588,0.00019701703,0.0027000166,0.00094420824,0.001292352157174504,0.0016437731006582138,0,Low (<30%),Elliott Chaparral,Mission Trails
3751,Gallinula galeata,88.0,1.4415425062179563,180.0,0.1883106082677841,52.0,0.0,166.0,41.0,72.0,28.0,Common Gallinule,Aves,0.0,0.0,0.003912871077744588,0.00019701703,0.0027000166,0.00094420824,0.001292352157174504,0.0016437731006582138,0,Low (<30%),Elliott Chaparral,Mission Trails
3752,Chrysotus,135.0,3.8759067058563232,167.80171585083008,0.14999511092901224,37.0,10.5,136.0,50.0,74.0,22.0,,Insecta,0.0,0.001352891869237217,0.005646563189425783,0.00012870878,0.00017498726,0.0004459547,0.0012915176341108104,0.0021886958471836675,0,Low (<30%),Elliott Chaparral,Mission Trails
3753,Vireo gilvus,89.0,2.9907426834106445,141.5840301513672,0.1875555515289306,52.0,0.0,166.0,41.0,72.0,28.0,Warbling Vireo,Aves,0.0,0.0,0.003912871077744588,0.00016058762,0.0027256901,0.00094420824,0.0012905595115881598,0.0016531183416609017,0,Low (<30%),Elliott Chaparral,Mission Trails
3754,Mecaphesa aikoae,202.5,16.249982833862305,225.94565963745117,0.13381086289882654,52.0,0.0,146.0,45.0,75.0,27.0,,Arachnida,0.006666666666666667,0.0,0.0,4.387774e-05,0.00023271257,0.0007927404,0.0012893328922331825,0.0026515914582059064,0,Low (<30%),Elliott Chaparral,Mission Trails
3755,Tortistilus,175.0,4.308840751647949,210.7520446777344,0.1534878313541412,52.0,0.0,106.0,45.0,76.0,25.0,,Insecta,0.0,0.0,0.004677693103751529,0.00042722438,0.0014954972,0.0011348488,0.0012892105791771145,0.0017672206188884265,0,Low (<30%),Elliott Chaparral,Mission Trails
3756,Zacosmia maculata,175.0,4.308840751647949,210.7520446777344,0.1534878313541412,52.0,0.0,106.0,45.0,76.0,25.0,Spotted Mini-digger-Cuckoo,Insecta,0.0,0.0,0.004677693103751529,0.00042722438,0.0014954972,0.0011348488,0.0012892105791771145,0.0017672206188884265,0,Low (<30%),Elliott Chaparral,Mission Trails
3757,Lithosiina,175.0,4.308840751647949,210.7520446777344,0.1534878313541412,52.0,0.0,106.0,45.0,76.0,25.0,,Insecta,0.0,0.0,0.004677693103751529,0.00042722438,0.0014954972,0.0011348488,0.0012892105791771145,0.0017672206188884265,0,Low (<30%),Elliott Chaparral,Mission Trails
3758,Ptenothrix,175.0,4.308840751647949,210.7520446777344,0.1534878313541412,52.0,0.0,106.0,45.0,76.0,25.0,,Animalia,0.0,0.0,0.004677693103751529,0.00042722438,0.0014954972,0.0011348488,0.0012892105791771145,0.0017672206188884265,0,Low (<30%),Elliott Chaparral,Mission Trails
3759,Mesophleps adustipennis,175.0,4.308840751647949,210.7520446777344,0.1534878313541412,52.0,0.0,106.0,45.0,76.0,25.0,Soybean Webworm Moth,Insecta,0.0,0.0,0.004677693103751529,0.00042722438,0.0014954972,0.0011348488,0.0012892105791771145,0.0017672206188884265,0,Low (<30%),Elliott Chaparral,Mission Trails
3760,Stachys stebbinsii,113.0,6.158063411712647,90.0,0.153907760977745,52.0,0.0,187.0,41.0,73.0,30.0,Stebbins' Hedgenettle,Plantae,0.0,0.0,0.006235841306565486,6.122923e-05,0.0006711538,0.00076493726,0.0012888602604311376,0.00244777766903295,0,Low (<30%),Elliott Chaparral,Mission Trails
3761,Heliotropium curassavicum,144.0,3.864844799041748,152.97454833984375,0.1560375243425369,23.0,0.0,168.0,42.0,73.0,28.0,alkali heliotrope,Plantae,0.0,0.0,0.004774185383270468,0.000121907986,0.0018961916,0.0009394783,0.0012886272121953423,0.0018613172318003455,0,Low (<30%),Elliott Chaparral,Mission Trails
3762,Silene laciniata laciniata,201.0,13.51159954071045,45.56648635864258,0.1389163434505462,21.0,1.0,197.0,53.0,69.0,23.0,Mexican pink,Plantae,0.0,0.0,0.005579674781309899,0.00026942213,0.0005055315,0.001376728,0.0012885593928723428,0.0021630528901263797,0,Low (<30%),Elliott Chaparral,Mission Trails
3763,Amanita protecta,91.0,3.8648507595062256,196.5708465576172,0.1667310446500778,52.0,0.0,166.0,40.0,71.0,28.0,Protected Ringless Amanita,Fungi,0.0,0.0009818254844863941,0.004199863806605379,0.00012861186,0.0012815179,0.0011392859,0.0012885174866638686,0.0015230216557096565,0,Low (<30%),Elliott Chaparral,Mission Trails
3764,Ardea herodias,90.0,2.8812360763549805,141.58334350585938,0.1667310446500778,22.0,0.0,168.0,41.0,72.0,28.0,Great Blue Heron,Aves,0.0,0.0,0.003912871077744588,0.00016332806,0.0025866209,0.0010669673,0.0012882978771765591,0.0016252996165322094,0,Low (<30%),Elliott Chaparral,Mission Trails
3765,Theba pisana,116.5,4.086836934089661,180.0,0.1323189437389373,52.0,0.0,127.0,44.0,74.0,28.0,White Italian Snail,Mollusca,0.0,0.0005541468863445964,0.0063328649630911395,7.127688e-05,0.00020139072,0.0005688892,0.0012880947750523904,0.002482998270289606,0,Low (<30%),Elliott Chaparral,Mission Trails
3766,Reticulitermes hesperus,93.0,4.627367496490479,90.0,0.1275257766246795,22.0,8.0,166.0,45.0,73.0,27.0,Western Subterranean Termite,Insecta,0.0033333333333333335,0.0006763923921194356,0.0019996757720677637,8.456965e-05,0.00084417494,0.000781981,0.0012866878445642112,0.0011802715726555153,0,Low (<30%),Elliott Chaparral,Mission Trails
3767,Polydesmus,93.0,8.862261056900024,316.19456481933594,0.12796077877283096,52.0,0.0,134.0,42.5,73.5,30.5,,Animalia,0.0033333333333333335,0.0,0.003461322607800955,3.1716383e-05,0.000351415,0.00053870346,0.0012860817954203762,0.0016481824438272794,0,Low (<30%),Elliott Chaparral,Mission Trails
3768,Scyphophorus,165.0,9.258851051330566,186.7835235595703,0.1071138679981231,52.0,0.0,172.0,40.0,74.0,30.0,,Insecta,0.0033333333333333335,0.001597080291970803,0.0014997872211076663,7.448446e-05,0.0003297853,0.0008753668,0.001284972901516214,0.001173437637189476,0,Low (<30%),Elliott Chaparral,Mission Trails
3769,Ludwigia grandiflora,87.5,1.647938311100006,155.01789093017578,0.1595843322575092,53.0,0.0,146.5,41.0,72.0,28.0,large-flowered primrose-willow,Plantae,0.0,0.0008726857945073266,0.003912871077744588,0.00018271507,0.001861939,0.0008677321,0.0012829905030267168,0.0014456080604406164,0,Low (<30%),Elliott Chaparral,Mission Trails
3770,Malthodes,173.0,10.980216026306152,336.60064697265625,0.1451469957828521,52.0,0.0,106.0,44.0,74.0,27.0,,Insecta,0.0,0.003016838054033334,0.0027270215000276352,6.919762e-05,0.0005876592,0.001295496,0.001282702061871882,0.0013186699493595473,0,Low (<30%),Elliott Chaparral,Mission Trails
3771,Chenopodium berlandieri,94.0,3.864843845367432,180.0,0.1738615483045578,90.0,0.0,166.0,43.0,73.0,27.0,pitseed goosefoot,Plantae,0.0033333333333333335,0.0,0.0,0.0001950105,0.0030232351,0.0011275553,0.0012798557059270227,0.0015318151297235598,0,Low (<30%),Elliott Chaparral,Mission Trails
3772,Nasturtium,67.0,2.3931102752685547,180.00214767456055,0.17697755992412564,55.5,7.5,156.5,40.0,73.0,28.0,Watercresses,Plantae,0.0,0.0,0.005787633597692913,0.0001388355,0.0010022207,0.00075028464,0.0012798290684517273,0.002247468647421963,0,Low (<30%),Elliott Chaparral,Mission Trails
3773,Zarhipis,227.0,17.474607467651367,101.86942291259766,0.1189164221286773,52.0,0.0,168.0,46.0,74.0,27.0,,Insecta,0.0,0.0,0.006749566810858509,1.6557377e-05,8.1467566e-05,0.0008175499,0.0012775236056449867,0.0026996129972509967,0,Low (<30%),Elliott Chaparral,Mission Trails
3774,Buteo lineatus,94.0,4.316271066665649,141.56846618652344,0.16571389883756635,52.0,0.0,166.0,42.0,72.0,28.0,Red-shouldered Hawk,Aves,0.0,0.0,0.0,0.00072750903,0.005376027,0.0015527552,0.0012760485406033695,0.002101056158853247,0,Low (<30%),Elliott Chaparral,Mission Trails
3775,Pelochrista curlewensis,143.0,4.283556580543518,296.0254821777344,0.12648157775402064,52.0,0.0,129.0,45.0,75.0,26.5,,Insecta,0.0033333333333333335,0.0,0.0037498100015199883,3.0189398e-05,0.00014290582,0.00038093133,0.0012728616475025927,0.0017673464669250233,0,Low (<30%),Elliott Chaparral,Mission Trails
3776,Corixidae,85.0,2.3933231830596924,292.7870483398437,0.1928440332412719,90.0,0.0,197.0,45.0,72.0,27.0,Water Boatmen,Insecta,0.0,0.0010425683709869204,0.005599369979441429,3.5668356e-05,0.00042401647,0.00053085224,0.0012720792357970086,0.002153770915365596,0,Low (<30%),Elliott Chaparral,Mission Trails
3777,Dicranum,93.0,5.122503280639648,25.4585018157959,0.1533644795417785,22.0,20.0,166.0,42.0,72.0,26.0,Forkmosses,Plantae,0.0,0.0,0.0,0.0010598303,0.005371682,0.0011939382,0.001270908396691084,0.0020838640067980673,0,Low (<30%),Elliott Chaparral,Mission Trails
3778,Colletotrichum,93.0,5.122503280639648,25.4585018157959,0.1533644795417785,22.0,20.0,166.0,42.0,72.0,26.0,,Fungi,0.0,0.0,0.0,0.0010598303,0.005371682,0.0011939382,0.001270908396691084,0.0020838640067980673,0,Low (<30%),Elliott Chaparral,Mission Trails
3779,Polytrichum,93.0,5.122503280639648,25.4585018157959,0.1533644795417785,22.0,20.0,166.0,42.0,72.0,26.0,haircap mosses,Plantae,0.0,0.0,0.0,0.0010598303,0.005371682,0.0011939382,0.001270908396691084,0.0020838640067980673,0,Low (<30%),Elliott Chaparral,Mission Trails
3780,Rhopalini,93.0,5.122503280639648,25.4585018157959,0.1533644795417785,22.0,20.0,166.0,42.0,72.0,26.0,,Insecta,0.0,0.0,0.0,0.0010598303,0.005371682,0.0011939382,0.001270908396691084,0.0020838640067980673,0,Low (<30%),Elliott Chaparral,Mission Trails
3781,Otospermophilus beecheyi nudipes,93.0,5.122503280639648,25.4585018157959,0.1533644795417785,22.0,20.0,166.0,42.0,72.0,26.0,Sierra Juarez Ground Squirrel,Mammalia,0.0,0.0,0.0,0.0010598303,0.005371682,0.0011939382,0.001270908396691084,0.0020838640067980673,0,Low (<30%),Elliott Chaparral,Mission Trails
3782,Hydrophorinae,90.0,5.122562408447266,205.45989990234372,0.13484588265419,52.0,0.0,127.0,43.0,73.0,27.0,,Insecta,0.0,0.0016365445199801028,0.003571221771858714,0.00011344805,0.0011781248,0.0011157602,0.0012691832211531742,0.0012971288228875925,0,Low (<30%),Elliott Chaparral,Mission Trails
3783,Ptinus,93.0,8.760100364685059,90.0,0.1331900656223297,21.0,1.0,116.0,42.0,74.0,31.0,,Insecta,0.0,0.0,0.007165944993163214,1.7311704e-05,9.84851e-05,0.0003229638,0.0012674509343903026,0.0028922821802424515,0,Low (<30%),Elliott Chaparral,Mission Trails
3784,Graphidaceae,260.0,24.726985931396484,256.2894897460937,0.1350705176591873,52.0,0.0,197.0,52.0,69.0,21.0,Script Lichens and Allies,Fungi,0.0,0.0,0.006258888193892943,0.0001132927,0.00028966996,0.0009180808,0.0012633219415473557,0.002471331775663285,0,Low (<30%),Elliott Chaparral,Mission Trails
3785,Nemapogon granella,101.0,4.960138320922852,41.74751281738281,0.1570739299058914,23.0,60.0,152.0,44.0,74.0,30.0,European grain moth,Insecta,0.0,0.0014734762121903025,0.004936940339203856,0.00011148615,0.0005083806,0.00052188494,0.0012586947052031373,0.0018752003503843945,0,Low (<30%),Elliott Chaparral,Mission Trails
3786,Aphodius,101.0,4.960138320922852,41.74751281738281,0.1570739299058914,23.0,60.0,152.0,44.0,74.0,30.0,,Insecta,0.0,0.0014734762121903025,0.004936940339203856,0.00011148615,0.0005083806,0.00052188494,0.0012586947052031373,0.0018752003503843945,0,Low (<30%),Elliott Chaparral,Mission Trails
3787,Apatides fortis,101.0,4.960138320922852,41.74751281738281,0.1570739299058914,23.0,60.0,152.0,44.0,74.0,30.0,,Insecta,0.0,0.0014734762121903025,0.004936940339203856,0.00011148615,0.0005083806,0.00052188494,0.0012586947052031373,0.0018752003503843945,0,Low (<30%),Elliott Chaparral,Mission Trails
3788,Smerinthus,101.0,4.960138320922852,41.74751281738281,0.1570739299058914,23.0,60.0,152.0,44.0,74.0,30.0,Eyed Hawkmoths,Insecta,0.0,0.0014734762121903025,0.004936940339203856,0.00011148615,0.0005083806,0.00052188494,0.0012586947052031373,0.0018752003503843945,0,Low (<30%),Elliott Chaparral,Mission Trails
3789,Coleophora discostriata,101.0,4.960138320922852,41.74751281738281,0.1570739299058914,23.0,60.0,152.0,44.0,74.0,30.0,,Insecta,0.0,0.0014734762121903025,0.004936940339203856,0.00011148615,0.0005083806,0.00052188494,0.0012586947052031373,0.0018752003503843945,0,Low (<30%),Elliott Chaparral,Mission Trails
3790,Xestocephalus,101.0,4.960138320922852,41.74751281738281,0.1570739299058914,23.0,60.0,152.0,44.0,74.0,30.0,,Insecta,0.0,0.0014734762121903025,0.004936940339203856,0.00011148615,0.0005083806,0.00052188494,0.0012586947052031373,0.0018752003503843945,0,Low (<30%),Elliott Chaparral,Mission Trails
3791,Camissoniopsis micrantha,101.0,4.580928564071655,171.5592041015625,0.15050138533115387,23.0,1.0,152.0,43.0,72.0,28.0,miniature suncup,Plantae,0.0,0.0,0.0,0.0010862284,0.004708578,0.0017567554,0.0012585936152997117,0.0018402412892566799,0,Low (<30%),Elliott Chaparral,Mission Trails
3792,Chloropidae,237.0,28.803150177001957,132.62188720703125,0.1533557474613189,52.0,0.0,197.0,48.0,69.0,24.0,Frit Flies,Insecta,0.0,0.001183258739566953,0.004968583051341838,0.00019083174,0.00028902912,0.0009180808,0.001258297240890071,0.0018734926762185486,0,Low (<30%),Elliott Chaparral,Mission Trails
3793,Lycoperdon echinatum,366.0,15.70588207244873,348.1368713378906,0.1438172608613968,21.0,2.0,252.0,55.0,68.0,20.0,Spiny Puffball,Fungi,0.0,0.0,0.00490865830028412,0.00049779937,0.0006211027,0.0015096127,0.0012561955030138,0.0018729264054954875,0,Low (<30%),Elliott Chaparral,Mission Trails
3794,Danaus gilippus,89.0,6.517533540725708,169.1799545288086,0.17623392492532725,52.0,0.0,197.0,45.0,72.0,27.0,Queen,Insecta,0.0,0.0,0.006585837466915958,5.165817e-05,0.0004415121,0.00043163952,0.0012517745419725744,0.0026212795458610163,0,Low (<30%),Elliott Chaparral,Mission Trails
3795,Ortholasma coronadense,109.5,8.59813666343689,90.0,0.1720166653394699,52.0,0.0,166.0,47.5,71.0,23.5,,Arachnida,0.0,0.0,0.006332639813931874,0.00026468944,0.00042783018,0.00047894855,0.001250684664824703,0.0024979809890365817,0,Low (<30%),Elliott Chaparral,Mission Trails
3796,Weissia controversa,172.0,8.071375846862793,24.04863548278809,0.135502740740776,52.0,0.0,106.0,44.0,74.0,27.0,Green-tufted Stubble Moss,Plantae,0.0,0.0,0.005726778309366157,8.432766e-05,0.000673068,0.0010092503,0.0012489040413801486,0.002232314485085095,0,Low (<30%),Elliott Chaparral,Mission Trails
3797,Harknessia rhoina,172.0,8.071375846862793,24.04863548278809,0.135502740740776,52.0,0.0,106.0,44.0,74.0,27.0,,Fungi,0.0,0.0,0.005726778309366157,8.432766e-05,0.000673068,0.0010092503,0.0012489040413801486,0.002232314485085095,0,Low (<30%),Elliott Chaparral,Mission Trails
3798,Schoenoplectus americanus,87.0,4.316830158233643,270.0,0.2203586101531982,90.0,0.0,152.0,42.0,72.0,27.0,American three-square bulrush,Plantae,0.0,0.0,0.0,0.00061368826,0.005099949,0.0017766622,0.0012483832348758976,0.0020095699547532982,0,Low (<30%),Elliott Chaparral,Mission Trails
3799,Adelinae,127.0,15.09343433380127,270.0,0.1175942718982696,21.0,1.0,186.0,41.0,74.0,28.0,,Insecta,0.0,0.0,0.006741979232929071,1.9629524e-05,0.00014489927,0.0005786855,0.001247532252641551,0.002700834006775154,0,Low (<30%),Elliott Chaparral,Mission Trails
3800,Araneus illaudatus,88.5,3.7994556427001953,303.39495849609375,0.21640284359455103,90.0,0.0,197.0,42.0,70.0,26.0,Texas Orbweaver,Arachnida,0.0033333333333333335,0.0013350452763887014,0.0,0.00022878617,0.0017977931,0.000784062,0.001246503314822217,0.0012222921303515707,0,Low (<30%),Elliott Chaparral,Mission Trails
3801,Dysphania,94.0,2.393310308456421,112.78717803955078,0.2659243941307068,21.0,1.0,116.0,37.0,74.0,29.0,,Plantae,0.0,0.004248978621150032,0.0027270215000276352,2.9076618e-05,0.00014297818,0.00032614492,0.0012456999733636666,0.001805963109268556,0,Low (<30%),Elliott Chaparral,Mission Trails
3802,Cephalosmia,230.5,1.6478762030601504,180.0,0.12699887529015536,52.0,0.0,170.0,45.0,74.0,28.0,,Insecta,0.0,0.002,0.004723665079054678,2.8729957e-05,0.000115887626,0.00058750855,0.0012426318683374205,0.0018658847587192417,0,Low (<30%),Elliott Chaparral,Mission Trails
3803,Phytocoris canescens,235.5,8.81460452079773,250.62776947021484,0.0941038280725479,52.0,0.0,186.0,45.0,74.0,28.0,,Insecta,0.0,0.0,0.006601828852579241,4.9446357e-05,7.283641e-05,0.0007274806,0.0012419320410114421,0.0026407101764037806,0,Low (<30%),Elliott Chaparral,Mission Trails
3804,Limacoidei,154.0,6.592545986175537,270.0,0.0921355783939361,23.0,64.0,152.0,44.0,76.0,29.0,,Mollusca,0.0033333333333333335,0.0,0.0,0.0002487155,0.0017071635,0.0021609673,0.001241696616376026,0.0013788614637257998,0,Low (<30%),Elliott Chaparral,Mission Trails
3805,Chrysopinae,89.0,1.4415292739868164,310.0362243652344,0.1458418816328048,52.0,0.0,197.0,45.0,73.0,28.0,Typical Green Lacewings,Insecta,0.0033333333333333335,0.0,0.0035160718464598735,1.5027356e-05,0.00013866204,0.0004256445,0.00123812318141848,0.0017015760046907044,0,Low (<30%),Elliott Chaparral,Mission Trails
3806,Metopia,172.0,5.122308731079102,-0.0,0.1490516066551208,52.0,0.0,106.0,45.0,76.0,25.0,,Insecta,0.0,0.0,0.004953644537535112,0.00015122005,0.00086733483,0.0014509443,0.0012371906282000846,0.0019097186707517548,0,Low (<30%),Elliott Chaparral,Mission Trails
3807,Perithemis intensa,93.0,3.433163642883301,130.03482055664062,0.1533644795417785,52.0,0.0,166.0,42.0,72.0,28.0,Mexican Amberwing,Insecta,0.0,0.0,0.0,0.00076192786,0.0055232034,0.001120641,0.0012342953802241634,0.0021541232881149286,0,Low (<30%),Elliott Chaparral,Mission Trails
3808,Myoporum laetum,114.0,6.570788562297821,273.4355697631836,0.10224185138940806,22.0,27.5,134.0,46.0,75.0,28.5,Ngaio,Plantae,0.0033333333333333335,0.0022239887037551567,0.0012498100207710622,4.000974e-05,0.00013915251,0.0004178972,0.001234031916802049,0.0013174107623576032,0,Low (<30%),Elliott Chaparral,Mission Trails
3809,Bdellidae,86.0,2.392973661422729,292.7872314453125,0.1690618246793747,90.0,0.0,197.0,45.0,72.0,27.0,Snout Mites,Arachnida,0.0,0.0010425683709869204,0.005281094632006884,3.858181e-05,0.00048235885,0.00053085224,0.0012292426505653242,0.002021219783906272,0,Low (<30%),Elliott Chaparral,Mission Trails
3810,Toxophora virgata,163.0,6.464860916137695,180.0,0.2012988626956939,52.0,0.0,106.0,45.0,74.0,27.0,,Insecta,0.0,0.0008452257842123405,0.0044786921387674,0.00015013502,0.0007438723,0.0011497079,0.0012279388656135893,0.0016506848057715445,0,Low (<30%),Elliott Chaparral,Mission Trails
3811,Brachystoma occidentale,163.0,6.464860916137695,180.0,0.2012988626956939,52.0,0.0,106.0,45.0,74.0,27.0,,Insecta,0.0,0.0008452257842123405,0.0044786921387674,0.00015013502,0.0007438723,0.0011497079,0.0012279388656135893,0.0016506848057715445,0,Low (<30%),Elliott Chaparral,Mission Trails
3812,Alyssontini,163.0,6.464860916137695,180.0,0.2012988626956939,52.0,0.0,106.0,45.0,74.0,27.0,,Insecta,0.0,0.0008452257842123405,0.0044786921387674,0.00015013502,0.0007438723,0.0011497079,0.0012279388656135893,0.0016506848057715445,0,Low (<30%),Elliott Chaparral,Mission Trails
3813,Ichneumonini,163.0,6.464860916137695,180.0,0.2012988626956939,52.0,0.0,106.0,45.0,74.0,27.0,,Insecta,0.0,0.0008452257842123405,0.0044786921387674,0.00015013502,0.0007438723,0.0011497079,0.0012279388656135893,0.0016506848057715445,0,Low (<30%),Elliott Chaparral,Mission Trails
3814,Cydninae,163.0,6.464860916137695,180.0,0.2012988626956939,52.0,0.0,106.0,45.0,74.0,27.0,,Insecta,0.0,0.0008452257842123405,0.0044786921387674,0.00015013502,0.0007438723,0.0011497079,0.0012279388656135893,0.0016506848057715445,0,Low (<30%),Elliott Chaparral,Mission Trails
3815,Phlebia subceracea,163.0,6.464860916137695,180.0,0.2012988626956939,52.0,0.0,106.0,45.0,74.0,27.0,,Fungi,0.0,0.0008452257842123405,0.0044786921387674,0.00015013502,0.0007438723,0.0011497079,0.0012279388656135893,0.0016506848057715445,0,Low (<30%),Elliott Chaparral,Mission Trails
3816,Polyporus decurrens,163.0,6.464860916137695,180.0,0.18397445231676102,52.0,0.0,106.0,45.0,74.0,27.0,,Fungi,0.0,0.0008452257842123405,0.0044786921387674,0.00013747951,0.0007438723,0.0011497079,0.0012258296140076218,0.0016523447232468097,0,Low (<30%),Elliott Chaparral,Mission Trails
3817,Nylanderia,186.0,4.627367496490479,180.0,0.1460431963205337,52.0,0.0,106.0,44.0,74.0,27.0,,Insecta,0.0,0.0018734524399070514,0.0,0.0009010633,0.0029493356,0.001622906,0.0012244595548453194,0.0011539788766241064,0,Low (<30%),Elliott Chaparral,Mission Trails
3818,Pleurotaceae,93.0,3.435030460357666,105.64557647705078,0.1695041507482528,22.0,21.0,166.0,55.0,72.0,19.0,,Fungi,0.0,0.0056436442683695945,0.0,0.0003926256,0.00087189267,0.00042489896,0.0012221769163115437,0.0021901284416210995,0,Low (<30%),Elliott Chaparral,Mission Trails
3819,Pseudacris cadaverina,92.0,3.5475497245788574,141.5668487548828,0.1421611756086349,71.0,0.0,197.0,40.0,73.0,30.0,California Tree Frog,Amphibia,0.0033333333333333335,0.0,0.0023074404901089647,0.00014946496,0.00056642527,0.00097558467,0.001222041453809848,0.0013243884357423054,0,Low (<30%),Elliott Chaparral,Mission Trails
3820,Rosaceae,93.0,3.790330171585083,60.745853424072266,0.1714410781860351,22.0,49.0,166.0,55.0,72.0,19.0,rose family,Plantae,0.0,0.002611394014161933,0.002812250636470722,0.00046262032,0.0009629811,0.0004744238,0.0012206116429139163,0.0011962611515247347,0,Low (<30%),Elliott Chaparral,Mission Trails
3821,Bostrichoidea,93.0,3.790330171585083,60.745853424072266,0.1714410781860351,22.0,49.0,166.0,55.0,72.0,19.0,"Carpet, Powderpost, and Deathwatch Beetles",Insecta,0.0,0.002611394014161933,0.002812250636470722,0.00046262032,0.0009629811,0.0004744238,0.0012206116429139163,0.0011962611515247347,0,Low (<30%),Elliott Chaparral,Mission Trails
3822,Hellinsia,93.0,3.790330171585083,60.745853424072266,0.1714410781860351,22.0,49.0,166.0,55.0,72.0,19.0,,Insecta,0.0,0.002611394014161933,0.002812250636470722,0.00046262032,0.0009629811,0.0004744238,0.0012206116429139163,0.0011962611515247347,0,Low (<30%),Elliott Chaparral,Mission Trails
3823,Culiseta particeps,93.0,3.790330171585083,60.745853424072266,0.1714410781860351,22.0,49.0,166.0,55.0,72.0,19.0,,Insecta,0.0,0.002611394014161933,0.002812250636470722,0.00046262032,0.0009629811,0.0004744238,0.0012206116429139163,0.0011962611515247347,0,Low (<30%),Elliott Chaparral,Mission Trails
3824,Prunus ilicifolia lyonii,93.0,3.790330171585083,60.745853424072266,0.1714410781860351,22.0,49.0,166.0,55.0,72.0,19.0,Catalina Cherry,Plantae,0.0,0.002611394014161933,0.002812250636470722,0.00046262032,0.0009629811,0.0004744238,0.0012206116429139163,0.0011962611515247347,0,Low (<30%),Elliott Chaparral,Mission Trails
3825,Clostera apicalis,93.0,3.790330171585083,60.745853424072266,0.1714410781860351,22.0,49.0,166.0,55.0,72.0,19.0,Apical Prominent,Insecta,0.0,0.002611394014161933,0.002812250636470722,0.00046262032,0.0009629811,0.0004744238,0.0012206116429139163,0.0011962611515247347,0,Low (<30%),Elliott Chaparral,Mission Trails
3826,Brassiceae,110.0,4.960774898529053,180.0,0.1351260691881179,22.0,1.0,168.0,43.0,73.0,28.0,,Plantae,0.0,0.0,0.004774185383270468,9.8836405e-05,0.0014237488,0.0010052397,0.0012170017080376811,0.0018413920374740083,0,Low (<30%),Elliott Chaparral,Mission Trails
3827,Chlorogalum,234.0,9.435870170593262,305.76226806640625,0.1274126917123794,52.0,0.0,170.0,47.0,73.0,26.0,soap plants,Plantae,0.0,0.0,0.005644049887533296,2.1417418e-05,0.00036843997,0.0012646936,0.00121643347348719,0.002223182101897071,0,Low (<30%),Elliott Chaparral,Mission Trails
3828,Trupanea,197.0,5.839559555053711,261.5365753173828,0.1287441700696945,52.0,0.0,170.0,45.0,74.0,28.0,,Insecta,0.0033333333333333335,0.0,0.002499746681528017,5.6484037e-05,0.0004951988,0.0009120313,0.001216132358435646,0.001383198501396862,0,Low (<30%),Elliott Chaparral,Mission Trails
3829,Heliothis phloxiphaga,186.0,14.618989944458008,323.78436279296875,0.1599409431219101,52.0,0.0,116.0,42.0,74.0,27.0,Darker-spotted Straw Moth,Insecta,0.0,0.0,0.005197010020771062,7.694421e-05,0.0010721739,0.00093758566,0.0012139523053074563,0.0020100435913317162,0,Low (<30%),Elliott Chaparral,Mission Trails
3830,Neodiplocampta,91.0,3.864776372909546,180.0,0.1498220711946487,52.0,0.0,197.0,45.0,72.0,27.0,,Insecta,0.0,0.0,0.006093377007838254,3.795286e-05,0.00058601954,0.00056136586,0.0012131192107428268,0.0024066277230789064,0,Low (<30%),Elliott Chaparral,Mission Trails
3831,Melipotis,88.0,2.157590866088867,329.2426147460937,0.2403024286031723,90.0,0.0,166.0,39.0,72.0,28.0,,Insecta,0.0,0.0,0.005832854835280634,5.8860966e-05,0.0005441824,0.00083519134,0.0012118482528301262,0.0022894489314921303,0,Low (<30%),Elliott Chaparral,Mission Trails
3832,Juglans hindsii,88.0,2.157590866088867,329.2426147460937,0.2403024286031723,90.0,0.0,166.0,39.0,72.0,28.0,northern California black walnut,Plantae,0.0,0.0,0.005832854835280634,5.8860966e-05,0.0005441824,0.00083519134,0.0012118482528301262,0.0022894489314921303,0,Low (<30%),Elliott Chaparral,Mission Trails
3833,Melanactes,92.0,9.258926391601562,353.2124938964844,0.1929898709058761,90.0,0.0,166.0,42.0,72.0,26.0,,Insecta,0.0,0.0,0.0,0.00073371653,0.0049919356,0.0015416692,0.0012112202239222825,0.001951008873688276,0,Low (<30%),Elliott Chaparral,Mission Trails
